OBJECTID,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length
327,usa,na,Cheyenne Mountain Space Force Station,no,yes,no,na, ,d7abd412-17ec-4e36-aaa8-5fd718bde893,Cheyenne Mountain Space Force Station,act,usaf,co,0.000206909828193602,0.0825128287877963
328,usa,na,Peterson Space Force Base,no,yes,no,na, ,4f3fceaa-555a-4cb3-a78b-6e47c6f1f190,Peterson Space Force Base,act,usaf,co,0.000684766428548755,0.217690415288705
329,usa,na,Davis-Monthan Air Force Base,no,yes,no,na, ,4d7b1391-49ee-46d5-92b0-5b23c4725ff8,Davis-Monthan Air Force Base,act,usaf,az,0.00408512503304337,0.392054645460584
330,usa,na,Seymour Johnson Air Force Base,no,yes,no,na, ,096a6e6a-5c29-4332-bd2f-3f37a665e767,Seymour Johnson Air Force Base,act,usaf,nc,0.00129679600399868,0.213067790038083
331,usa,na,Charlotte/Douglas IAP,no,no,no,na, ,71e270c3-a3eb-4ffe-bce6-b734bee3a0e7,Charlotte/Douglas IAP,act,airNationalGuard,nc,4.22442017224967E-05,0.0319202834361154
332,usa,na,Dare County Range,no,yes,no,na, ,5bbc42ba-7406-47f8-a369-75357535f535,Dare County Range,act,usaf,nc,0.0187947745932888,0.643544466652545
333,usa,na,Blakeslee Air Force Recreation Area,no,no,no,na, ,3ad5647a-111f-45a5-a243-7ae75bf57243,Blakeslee Air Force Recreation Area,act,usaf,nc,1.60387357936997E-05,0.0318108504142756
334,usa,na,St Louis Air Force Station,no,no,no,na, ,4737dd04-70f3-4968-b638-62a556c6a6a4,St Louis Air Force Station,act,usaf,mo,1.30455209728098E-05,0.0206647020183189
335,usa,na,W K Kellogg,no,no,no,na, ,14c2c816-8718-4674-ab09-bb814584d292,W K Kellogg,act,airNationalGuard,mi,6.18608033762236E-05,0.054589611601422
336,usa,na,Eglin AFB Site 2 Santa Rosa Island,no,no,no,na, ,bd06ddd7-a508-44a5-a9e2-dd22481e14a7,Eglin AFB Site 2 Santa Rosa Island,act,usaf,fl,0.00121015540798908,0.559852415968173
338,usa,na,Poinsett Electronic Combat Range,no,no,no,na, ,d8a549d3-d1dc-43a2-be2c-2c79ec93d7c1,Poinsett Electronic Combat Range,act,usaf,sc,0.00493502725612416,0.346208154880538
339,usa,na,New Boston Air Station,no,yes,no,na, ,d30610f5-c32c-4984-a336-58a8fdb7d17a,New Boston Air Station,act,usaf,nh,0.00128831171700372,0.166665107477262
340,usa,na,Hurlburt Field,no,no,no,na, ,b1781acd-0a9d-49f5-924a-2c0599a1aeb2,Hurlburt Field,act,usaf,fl,0.00242500530089274,0.246633476254721
341,usa,na,Robins AFB,no,no,no,na, ,d65540a6-5ab5-4a82-aaab-18a3df7b395f,Robins AFB,act,usaf,ga,0.00260546341678491,0.286612303686718
342,usa,na,Joint Base Andrews,no,yes,yes,na, ,0572936d-3324-4b92-a87f-40a6b8a93691,Joint Base Andrews,act,usaf,md,0.00184783181862258,0.181325886720535
343,usa,na,Vance Air Force Base,no,yes,no,na, ,b63315bd-47fa-4e4b-9a9a-59a4412da0b0,Vance Air Force Base,act,usaf,ok,0.00137508741834313,0.223267090817965
344,usa,na,Newington Defense Fuel Support Point,no,no,no,na, ,c93718fd-6a41-4950-884e-b736baab0577,Newington Defense Fuel Support Point,act,usaf,nh,4.98279769090004E-06,0.0152065679059764
345,usa,na,Mountain Home Air Force Base,no,yes,no,na, ,bac7dada-62a7-48c2-ac76-c1359283fcf4,Mountain Home Air Force Base,act,usaf,id,0.00269359950880244,0.219919724147159
346,usa,na,Clear Space Force Station,no,yes,no,na, ,634c58cc-6f4f-4131-ba5c-83304c6c21bc,Clear Space Force Station,act,usaf,ak,0.00860569515225507,0.500134143451573
348,usa,na,Cavalier Space Force Station,no,yes,no,na, ,213f7cb6-e028-46f5-9fda-76b4b5fe12ad,Cavalier Space Force Station,act,usaf,nd,0.000138971962769574,0.0634106997400151
349,usa,na,DFAS Annex,no,no,no,na, ,6b70eb1e-7511-43b1-b740-9d5712cc95a7,DFAS Annex,act,usaf,me,6.85349573359417E-06,0.0110370177808017
350,usa,na,Saylor Creek Air Force Range,no,no,no,na, ,4aa698fa-0c9a-407f-943a-9ae724eb7fde,Saylor Creek Air Force Range,act,usaf,id,0.0487168238473714,0.966088632190755
351,usa,na,Cannon AFB Site 2,no,no,no,na, ,d16847e2-da5f-4a95-9fc2-91b048f2acbb,Cannon AFB Site 2,act,usaf,nm,0.000112149199594569,0.0487025769142878
352,usa,na,Pittsburgh IAP ARS,no,no,no,na, ,ab68020d-edef-425a-bdfc-f924fea1f256,Pittsburgh IAP ARS,act,afr,pa,5.8876637437498E-05,0.0330174496225655
353,usa,na,Arnold Air Force Base,no,yes,no,na, ,f9ce8538-9c48-428c-825b-68f78c6038ed,Arnold Air Force Base,act,usaf,tn,0.0156092863660433,1.18059418788863
354,usa,na,Scott Air Force Base,no,yes,no,na, ,598557e4-9430-4cde-872e-aa93676f5fd3,Scott Air Force Base,act,usaf,il,0.00121276692834726,0.240447299053458
355,usa,na,The Farish Memorial Recreational Annex,no,no,no,na, ,773b4412-6313-4ffb-a5b2-5968429a7ea6,The Farish Memorial Recreational Annex,act,usaf,co,0.000283882774965605,0.101893073987076
356,usa,na,Eglin Air Force Auxiliary Field 6,no,no,no,na, ,e7f50d2e-7031-48ff-932b-a5ec6a8425f3,Eglin Air Force Auxiliary Field 6,act,usaf,fl,0.000325637513924448,0.0989992477279762
357,usa,na,Oliktok Long Range Radar Site,no,yes,no,na, ,882ab36f-ec86-4b48-9156-cbc23a101856,Oliktok Long Range Radar Site,act,usaf,ak,0.0007311442595892,0.186209117537891
358,usa,na,Birch Lake Recreation Annex,no,no,no,na, ,ab0f5f3f-dc08-4afc-8d16-4872c796f873,Birch Lake Recreation Annex,act,usaf,ak,3.65376163244946E-05,0.0272778610632213
359,usa,na,Holloman Air Force Base,no,yes,no,na, ,049feb34-6c2d-4a6f-b3f3-2cf8e78ed47d,Holloman Air Force Base,act,usaf,nm,0.0198655658132338,0.848140070102974
360,usa,na,King Salmon Long Range Radar Site,no,yes,no,na, ,a40044e4-1b76-4327-a2ec-2a02ab76d66a,King Salmon Long Range Radar Site,act,usaf,ak,0.000502255042192701,0.305353716114251
361,usa,na,The Barry M Goldwater Air Force Range,no,no,no,na, ,ec5b0c74-5688-46fb-bc58-874f9385dc8a,The Barry M Goldwater Air Force Range,act,usaf,az,0.408477559539733,3.93095090002843
362,usa,na,Los Angeles Air Force Base,no,yes,no,na, ,63e2eb38-e694-424b-b851-31622280c6ce,Los Angeles Air Force Base,act,usaf,ca,2.13298515063798E-05,0.021922738666872
363,usa,na,Niagara Falls,no,no,no,na, ,9b9b7213-5a11-4682-9671-2fd9e83eb34f,Niagara Falls,act,afr,ny,0.000282474125469889,0.129485259124042
364,usa,na,MacDill Air Force Base,no,yes,no,na, ,a47ea48c-375b-4d57-b395-f4be2c2b536e,MacDill Air Force Base,act,usaf,fl,0.00211193901850493,0.22649373645239
365,usa,na,Haarp Research Station,no,no,no,na, ,5a26ab4c-1879-48aa-8721-01803a3450eb,Haarp Research Station,act,usaf,ak,0.00381339538580505,0.290018422983276
366,usa,na,Vandenberg Space Force Base,no,yes,no,na, ,81c8f666-7d35-4277-96e3-6baea38ec81c,Vandenberg Space Force Base,act,usaf,ca,0.0394454638553725,1.58131235515625
367,usa,na,Columbus Air Force Base,no,yes,no,na, ,5777178e-f883-4029-9994-0e10420d9929,Columbus Air Force Base,act,usaf,ms,0.00207885896634252,0.307487871558694
368,usa,na,Fort Yukon Long Range Radar Site,no,yes,no,na, ,73555e4c-554a-4be7-b81b-8f8af00576ff,Fort Yukon Long Range Radar Site,act,usaf,ak,6.06798121225438E-05,0.0485788566657509
369,usa,na,Los Angeles Space Force Annex No4,no,no,no,na, ,182dd1cf-369f-429c-92ba-6171f8af06a6,Los Angeles Space Force Annex No4,act,usaf,ca,1.6324606804119E-06,0.00529356346530049
370,usa,na,Bellows,no,no,no,na, ,5627a622-29d5-4baf-8012-3dfcd56497ba,Bellows,act,usaf,hi,0.000144974363593064,0.0813968562288528
371,usa,na,Point Barrow Long Range Radar Site,no,yes,no,na, ,eb24bda3-0fa2-43df-bc8f-24a90b16cd8e,Point Barrow Long Range Radar Site,act,usaf,ak,0.000267631227870879,0.124906941403902
372,usa,na,Norwalk 2,no,no,no,na, ,692008c8-cc03-46f5-af15-4236196300fe,Norwalk 2,act,afr,ca,1.97449037386832E-05,0.0182066501087536
374,usa,na,Kegelman Air Force Auxiliary Field,no,no,no,na, ,bdfffcdb-3d5d-45d5-abe6-027f12a15e50,Kegelman Air Force Auxiliary Field,act,usaf,ok,0.000495371006763889,0.126929988957063
376,usa,na,Air Force Maui Optical and Supercomputing Site,no,yes,no,na, ,ac86e5c7-088a-4298-8bc6-cb2448677f2c,Air Force Maui Optical and Supercomputing Site,act,usaf,hi,2.07535390472913E-06,0.00818497461906856
377,usa,na,Marine Corps Logistics Base Albany,no,yes,no,na, ,cfed841c-2342-4417-ba7a-16bdb6fa9349,Marine Corps Logistics Base Albany,act,usmc,ga,0.00125382961306286,0.203411443400758
381,usa,na,Marine Corps Air Station Beaufort,no,yes,no,na, ,896b88cb-8647-4f99-852f-5e03e2d1431f,Marine Corps Air Station Beaufort,act,usmc,sc,0.00624718685941866,1.13592119582601
383,usa,na,Bridgeport,no,no,no,na, ,06b3cc7c-d6e1-4d81-bd53-9941a10d9a52,Bridgeport,act,usmc,ca,0.0258234055918365,1.07158861927703
384,usa,na,Marine Corps Air Station Cherry Point,no,yes,no,na, ,0c82fb47-d16b-44c9-95bc-a172ea24eddc,Marine Corps Air Station Cherry Point,act,usmc,nc,0.0124249236670511,2.61122633127021
390,usa,na,Marine Corps Air Station New River,no,yes,no,na, ,8c0d6d10-8698-422c-82a6-e4ee257600ff,Marine Corps Air Station New River,act,usmc,nc,0.010733564844486,1.59511268945207
393,usa,na,Syracuse MCRC,no,no,no,na, ,7c8f7618-5580-4eec-a0f4-5a11688a2597,Syracuse MCRC,act,usmcr,ny,0.000114314045958963,0.0692706981961407
398,usa,na,Marine Corps Air Ground Combat Center Twentynine Palms,no,yes,no,na, ,5ed7d8e9-6057-4c20-ab83-b31e350751e8,Marine Corps Air Ground Combat Center Twentynine Palms,act,usmc,ca,0.302383415218401,3.15707565968884
399,usa,na,Marine Corps Air Station Yuma,no,yes,no,na, ,4d352e8d-4812-4e79-a964-6cd21b64a271,Marine Corps Air Station Yuma,act,usmc,az,0.0018460642966831,0.213535773468677
400,usa,na,Barry Goldwater Range,no,no,no,na, ,de13aec4-e374-463b-af1b-436adfd696c3,Barry Goldwater Range,act,usmc,az,0.269050107739986,2.70907450207741
402,usa,na,Elizabeth Rvr Channel,no,no,no,na, ,738b0726-7ccc-4302-8ba2-87ca96f1784f,Elizabeth Rvr Channel,act,usn,va,2.37434894643229E-05,0.0198985236241969
403,usa,na,CSO Barbers Point HI,no,no,no,na, ,60e4960d-0fb6-4a03-8bf9-8fb8f4c1901b,CSO Barbers Point HI,care,usn,hi,0.000216560011267575,0.17060343307897
404,usa,na,Makaha Ridge,no,no,no,na, ,baa13fa8-3380-4239-82a3-42661007d540,Makaha Ridge,act,usn,hi,7.15891583240591E-05,0.0565293621762285
405,usa,na,Pacific Missile Range Facility,no,yes,no,na, ,daa9bfbb-b04a-4748-ac29-770fb9b00aef,Pacific Missile Range Facility,act,usn,hi,0.000807493674756188,0.243379717688262
406,usa,na,NNSY St Helena,no,no,no,na, ,8639de01-72ce-4a8c-820b-5ecbfe549fa0,NNSY St Helena,act,usn,va,5.03337651025504E-06,0.0103928251610276
407,usa,na,St Juliens Creek East,no,no,no,na, ,4302d48d-de09-4c6e-974f-daaeecaa9ed2,St Juliens Creek East,act,usn,va,0.000122422239428488,0.0458052975918975
408,usa,na,NAVSUPPACT Norfolk NSY,no,no,no,na, ,9509c4cd-be41-41fb-8d26-edc827d5833c,NAVSUPPACT Norfolk NSY,act,usn,va,0.000190249856455216,0.0733848381972726
409,usa,na,Naval Station Great Lakes IL,no,no,no,na, ,6767c11d-91a7-4995-827e-37a50f76aa84,Naval Station Great Lakes IL,act,usn,il,0.00023363249906061,0.0733424997262294
410,usa,na,Naval Submarine Base New London,no,yes,no,na, ,bbb4062d-b867-4714-a695-4a49cd716f11,Naval Submarine Base New London,act,usn,ct,0.000266923043227507,0.107019124058874
411,usa,na,Allegany Ballistics Lab,no,no,no,na, ,d45b7932-3b90-4d74-883f-220a469f4174,Allegany Ballistics Lab,act,usn,wv,0.000643390024833934,0.155943025477015
412,usa,na,Naval Station Newport,no,yes,no,na, ,cb18728f-290f-43db-8eff-80f0b1717038,Naval Station Newport,act,usn,ri,0.000313796011571499,0.332137062093953
413,usa,na,Naval Air Station Oceana Dam Neck Annex,no,yes,no,na, ,760d2f65-1cbb-4daa-b3c5-cd37c9c3e414,Naval Air Station Oceana Dam Neck Annex,act,usn,va,0.000803342328936196,0.239449105371182
414,usa,na,Gould Island RI,no,no,no,na, ,ba39f6b5-6490-4131-b87d-e65e71438566,Gould Island RI,act,usn,ri,4.36920731772261E-06,0.0136603228019068
415,usa,na,NWIRP Bedford MA,no,no,no,na, ,86a0f67a-915f-4ab5-8e20-2f5d8631df71,NWIRP Bedford MA,clsd,usn,ma,1.98976963474706E-05,0.0258248212359574
416,usa,na,Northwest Chesapeake VA,no,no,no,na, ,814eadf6-d0dc-44cf-8ed2-4e2e96d3ed4d,Northwest Chesapeake VA,act,usn,va,0.00149380554398704,0.177265118100766
417,usa,na,Cheatham Annex,no,no,no,na, ,409a240e-1681-4729-b304-a08250cf6133,Cheatham Annex,act,usn,va,0.000936243172191098,0.225709185048847
418,usa,na,NNSY South Gate,no,no,no,na, ,01610704-e8c4-4b42-bc0e-9a172afa4357,NNSY South Gate,act,usn,va,3.83019339551538E-05,0.0250454514453245
419,usa,na,Portsmouth Naval Shipyard,no,yes,no,na, ,e8b29b16-abc7-4079-a498-91c9859f315b,Portsmouth Naval Shipyard,act,usn,me,0.000143422554201966,0.125022439224547
420,usa,na,Naval Weapons Station Yorktown,no,no,no,na, ,43981128-f3de-499f-9e85-6ee1b60463dc,Naval Weapons Station Yorktown,act,usn,va,0.0042700430286798,0.294469311015864
421,usa,na,Det Phil Pny Annex,no,no,no,na, ,bc2cbd94-b5e2-402c-bbd5-31fc29fdf23c,Det Phil Pny Annex,act,usn,pa,0.000111355188892048,0.121264445472825
422,usa,na,Waterfront,no,no,no,na, ,f0145c1c-5ed1-4ba2-bb6b-e56c21e15a25,Waterfront,act,usn,nj,4.22766640895134E-05,0.0437441585414418
423,usa,na,Fort Sheridan,no,no,no,na, ,1f614ecd-baf1-4a09-8312-7a5608cef102,Fort Sheridan,act,usn,il,5.24247378842491E-05,0.0575467454046395
424,usa,na,Joint Expeditionary Base Little Creek-Fort Story,no,yes,yes,na, ,8f07abf6-cd29-4342-afd7-e0a1dc54998f,Joint Expeditionary Base Little Creek-Fort Story,act,usn,va,0.00153807863889388,0.378498275091266
425,usa,na,Craney Island,no,no,no,na, ,73b4de73-3009-40a0-8895-00163c348e30,Craney Island,act,usn,va,0.000296264225653431,0.110923105487631
426,usa,na,NSA Saratoga Springs NY,no,no,no,na, ,ae7ae6ff-366e-42ac-801a-97bf0e59ca9f,NSA Saratoga Springs NY,act,usn,ny,1.71174781371519E-05,0.01860769583271
427,usa,na,Lafayette Rvr Complex,no,no,no,na, ,bb0ad6f6-a1d4-482f-8055-ddd1cf7c7c40,Lafayette Rvr Complex,act,usn,va,8.14221493783407E-06,0.0116217329178275
428,usa,na,Pittsburgh IAP ANG,no,no,no,na, ,2a16970a-4a95-4ad8-a0ec-2f545ace05c7,Pittsburgh IAP ANG,act,airNationalGuard,pa,4.80186959066486E-05,0.0309548861804319
429,usa,na,Naval Support Activity Crane,no,yes,no,na, ,61344b2a-a61a-486b-a872-2288c1ecfc2f,Naval Support Activity Crane,act,usn,in,0.0260288513524345,1.16708418890693
430,usa,na,Bratenahl,no,no,no,na, ,2dbcf452-c99b-40ea-a2ea-9c8230681abc,Bratenahl,act,usn,oh,1.34794402129046E-05,0.0186727528994251
431,usa,na,Naval Weapons Station Earle NJ,no,no,no,na, ,a4749ce8-ce14-49c2-8a29-f2a1a03ebd73,Naval Weapons Station Earle NJ,act,usn,nj,0.00366453328410898,0.400633052195127
432,usa,na,Fort Adams RI,no,no,no,na, ,d9d07e36-d2d8-4811-9255-163273e4dfe0,Fort Adams RI,act,usn,ri,1.04844076983385E-05,0.0217549248539953
433,usa,na,Naval Station Norfolk,no,yes,no,na, ,697cec17-38ee-4f84-aee6-4923cd709a79,Naval Station Norfolk,act,usn,va,0.00166222497487256,0.329579267868806
434,usa,na,Naval Air Station Oceana,no,yes,no,na, ,2e2a6865-6651-4087-a061-f76f017e93bb,Naval Air Station Oceana,act,usn,va,0.00217111192081276,0.235526582289374
435,usa,na,Yorktown Fuel Depot,no,no,no,na, ,068c8f82-f638-4b3b-ba90-2fca2357518f,Yorktown Fuel Depot,act,usn,va,5.96706886426546E-05,0.0320248825920153
436,usa,na,NAVMEDCEN Portsmouth VA,no,no,no,na, ,7d7e44c7-47ad-4fb2-84e1-dd138acdfb6c,NAVMEDCEN Portsmouth VA,act,usn,va,4.75627753075969E-05,0.0388409251126118
437,usa,na,SDA Area,no,no,no,na, ,d07f1036-7b22-4d3b-a048-d20cbb18f913,SDA Area,act,usn,va,3.65887691471389E-05,0.0256193278106263
438,usa,na,Redington Township,no,no,no,na, ,8793bc82-4e07-42d8-890b-fdebce3c08f2,Redington Township,act,usn,me,0.00574723523936882,0.476781230881467
439,usa,na,NAVSUPPACT Hampton Roads VA,no,no,no,na, ,8b011bb7-9e1d-4915-9465-09cad2612ab4,NAVSUPPACT Hampton Roads VA,act,usn,va,0.000324138914422734,0.0966218500524291
440,usa,na,Fire Fighters School,no,no,no,na, ,fbf30d63-788e-4489-82ce-7ed11ff813ee,Fire Fighters School,act,usn,va,5.01573413203005E-06,0.00997709726949889
441,usa,na,GL Camp JPJ,no,no,no,na, ,bde5fb97-2bbb-437a-a8b1-d7a9897ea283,GL Camp JPJ,act,usn,il,2.15629707211312E-05,0.0186670053115584
442,usa,na,ALF Fentress Chesapke,no,no,no,na, ,90615497-ef16-4ce6-be46-dad665bad836,ALF Fentress Chesapke,act,usn,va,0.00105703427005555,0.220482583246879
443,usa,na,Naval Support Activity Philadelphia,no,yes,no,na, ,d359d27e-b0e1-48c5-bb38-0b5528a1e2b9,Naval Support Activity Philadelphia,act,usn,pa,5.76016172999516E-05,0.0352851950634663
444,usa,na,Glenview,no,no,no,na, ,4a5d0592-dc4f-4f2a-ba61-048010dd814b,Glenview,act,usn,il,1.33205023816196E-05,0.0210637406169433
445,usa,na,Selfridge ANGB,no,no,no,na, ,66694b4d-ffb7-459a-8738-802baf906e4b,Selfridge ANGB,act,airNationalGuard,mi,0.00123803593260163,0.17406772439211
446,usa,na,Naval Base Guam,no,yes,yes,na, ,37d10a26-15cc-4821-8fea-1c28f5d15945,Naval Base Guam,act,usn,gu,0.00516233556416495,1.19151931890696
447,usa,na,Andersen Air Force Base,no,yes,no,na, ,e0f83785-4806-4c71-8c37-0db8f68b818f,Andersen Air Force Base,act,usn,gu,0.00478116641729009,0.391911642107537
448,usa,na,Sea Plane Base,no,no,no,na, ,238c88e8-cb6a-48d9-a2b7-8fc43c3bdf1c,Sea Plane Base,act,usn,wa,0.00154383178414719,0.312568668692647
449,usa,na,Naval Weapons Systems Training Facility Boardman,no,yes,no,na, ,4a0836e4-6b4f-4cf2-b2cc-ec3e7b070840,Naval Weapons Systems Training Facility Boardman,act,usn,or,0.0297729664198414,1.62586345144407
450,usa,na,Naval Logistics Support Activity - Ketchikan,no,yes,no,na, ,c8db6f28-c705-47e8-9ad9-cb88702b7dd7,Naval Logistics Support Activity - Ketchikan,act,usn,ak,3.95361810100192E-06,0.0241946266247012
451,usa,na,Manchester,no,no,no,na, ,fa459a06-176e-449b-9941-5d920792dfb7,Manchester,act,usn,wa,0.000153880771449622,0.0622444851884179
452,usa,na,Kodiak Tracking Station,no,yes,no,na, ,9b5bd146-9411-4691-b0e9-2dfd3b5a7137,Kodiak Tracking Station,act,usn,ak,7.84343110353802E-05,0.0403708214368913
453,usa,na,Naval Base Kitsap Bangor,no,yes,no,na, ,8aada513-9d6f-48c6-a1be-2ac53ac4628b,Naval Base Kitsap Bangor,act,usn,wa,0.00353854026434419,0.289381022055232
454,usa,na,Naval Base Kitsap Bremerton WA,no,no,no,na, ,bf7f3e84-24e4-4b9c-bcfb-ca381c7a6134,Naval Base Kitsap Bremerton WA,act,usn,wa,0.000339491622526111,0.124105200438175
455,usa,na,Naval Surface Warfare Center Carderock Division – Acoustic Research Detachment,no,yes,no,na, ,724d945f-93aa-4f0b-9999-8121ebbe2128,Naval Surface Warfare Center Carderock Division – Acoustic Research Detachment,act,usn,id,1.30828648252646E-05,0.0290303111015603
456,usa,na,CNI NAVMAG Indian Island,no,no,no,na, ,19126ba0-1cbb-4c5d-bbf1-8388e7361531,CNI NAVMAG Indian Island,act,usn,wa,0.00144615360795797,0.244901243689792
457,usa,na,NAVSTA Everett WA,no,no,no,na, ,afaf1973-e8a8-48f0-981a-62011328fcf8,NAVSTA Everett WA,act,usn,wa,0.000314257075388014,0.116793197378368
458,usa,na,Offutt Air Force Base,no,yes,no,na, ,ed42c7eb-10a6-40e5-b0de-d55b3212a4db,Offutt Air Force Base,act,usaf,ne,0.000868785699822183,0.209770542802883
459,usa,na,Marysville WA,no,no,no,na, ,4b0d13f5-3ef8-45e9-a807-b187ec70b701,Marysville WA,act,usn,wa,2.54697456512076E-05,0.0195670338082896
460,usa,na,Corry Station,no,no,no,na, ,acbc1072-c9da-477a-a88d-da6ae3f3f173,Corry Station,act,usn,fl,0.000223641989350654,0.0716853205671258
461,usa,na,NAS Jacksonville FL,no,no,no,na, ,bf81fafd-2d3b-4327-bed0-4c214c42d37f,NAS Jacksonville FL,act,usn,fl,0.00146353199488658,0.189963854455395
462,usa,na,NOLF Evergreen,no,no,no,na, ,a16cba32-83b9-42cf-bcfe-64b1c9743bc4,NOLF Evergreen,act,usn,al,0.00019983363768894,0.123527057127835
463,usa,na,NOLF Santa Rosa,no,no,no,na, ,50f83f99-1a2c-486e-b1ad-e46af743e05e,NOLF Santa Rosa,act,usn,fl,0.000284420169009536,0.088188143920136
464,usa,na,OLF Bravo,no,no,no,na, ,19ebb3ff-01fb-4271-8bca-f9c8cee98c56,OLF Bravo,act,usn,ms,0.00047695542434667,0.153807607161466
465,usa,na,Naval Air Station Joint Reserve Base New Orleans,no,yes,no,na, ,dcc6b706-7ec9-4df5-9355-cce4f32aadcd,Naval Air Station Joint Reserve Base New Orleans,act,usnr,la,0.00126484820771111,0.227667777776908
466,usa,na,West Bank,no,no,no,na, ,4c3103ab-bcab-4322-bae9-524df5d9aec5,West Bank,act,usn,la,1.65437934356305E-05,0.0322619292290658
467,usa,na,OLF Bronson,no,no,no,na, ,655cac68-ef87-43f0-92b2-1575e15e5bc7,OLF Bronson,act,usn,fl,0.000431478205200619,0.122011117737687
468,usa,na,Saufley Field,no,no,no,na, ,9519b549-0a7a-410d-8b2d-cd34819299c8,Saufley Field,act,usn,fl,0.000332000086018525,0.0880368429220438
469,usa,na,Naval Air Station Meridian,no,yes,no,na, ,7dd3b264-4aeb-4726-b8b6-b148b4d3b9fb,Naval Air Station Meridian,act,usn,ms,0.00314382431537163,0.522168825264738
470,usa,na,Northside Mid-South,no,no,no,na, ,7ea3567f-34e3-414d-9c45-d6abf5565014,Northside Mid-South,act,usn,tn,0.000167652539712959,0.0881145324289884
471,usa,na,Naval Logistics Support Annex Orlando,no,yes,no,na, ,5f456c9b-c0c3-40b5-9e7f-26aac4370650,Naval Logistics Support Annex Orlando,act,usn,fl,1.56323033024819E-05,0.0222748832308666
472,usa,na,NAS Kingsville TX,no,no,no,na, ,a1bd625e-387a-4cc2-9b39-534ecd647c1b,NAS Kingsville TX,act,usn,tx,0.00123704610359709,0.205319180567807
473,usa,na,Trumbo Point Annex,no,no,no,na, ,954de7b4-76e9-47ab-8ea4-9e844e99ed78,Trumbo Point Annex,act,usn,fl,4.4146114760224E-05,0.0452198609515641
474,usa,na,NAS Pensacola FL,no,no,no,na, ,511a8e4b-a367-4617-ace9-ce708310c728,NAS Pensacola FL,act,usn,fl,0.00215116862103315,0.51322064792224
475,usa,na,ALF Orange,no,no,no,na, ,28af53cb-189b-4b18-9e47-39cbfdb6f110,ALF Orange,act,usn,tx,0.000511674338440571,0.19009063766169
476,usa,na,Yankee Target Range,no,no,no,na, ,a3a2aba6-91ee-4bd7-9d4d-764967604ec9,Yankee Target Range,act,usn,tx,0.0010343255337375,0.131599523382458
477,usa,na,Woolmarket (De Soto),no,no,no,na, ,e41db936-01ef-421c-b05f-882c70c2e5eb,Woolmarket (De Soto),act,usn,ms,0.000939211928220773,0.126661488875048
478,usa,na,Truman Annex,no,no,no,na, ,c83a360f-7e6b-417d-b335-b94b7de34fa9,Truman Annex,act,usn,fl,4.18314917851603E-05,0.0769817206226551
479,usa,na,CBC Gulfport MS,no,no,no,na, ,c81f6d2e-74da-4358-b72a-31bc09f31d16,CBC Gulfport MS,act,usn,ms,0.000425499578568633,0.11153209320426
480,usa,na,Barin Field,no,no,no,na, ,313bd362-1bea-46f3-badd-b1d544ef8716,Barin Field,act,usn,al,0.000318121003374472,0.17432669980094
481,usa,na,NOLF Spencer,no,no,no,na, ,f40faaa8-16cf-40ff-8e34-d62cb12af1d7,NOLF Spencer,act,usn,fl,0.000241596935438793,0.062364083737935
482,usa,na,NOLF Choctaw,no,no,no,na, ,e0065a31-8926-47d8-9189-822456a3191d,NOLF Choctaw,act,usn,fl,0.000566759676303263,0.124006943767576
483,usa,na,Naval Air Station Corpus Christi,no,yes,no,na, ,b01b44b8-190c-4bb0-bee0-5feb29755fe9,Naval Air Station Corpus Christi,act,usn,tx,0.00170169165298628,0.535615222768094
484,usa,na,Naval Support Activity Panama City,no,yes,no,na, ,26a6793b-0ea4-434d-8422-6f041909e5ab,Naval Support Activity Panama City,act,usn,fl,0.000254318598990722,0.118859699437301
485,usa,na,NAVSUPPFAC Beaufort SC,no,no,no,na, ,f6b06eb3-09f6-41d3-ab06-bee45e76d1cf,NAVSUPPFAC Beaufort SC,act,usn,sc,4.69913654796983E-05,0.030015291410698
486,usa,na,FLC Fuel Depot Heckscher,no,no,no,na, ,d43ea9ca-5cd9-48df-afc2-d3ca684d32e7,FLC Fuel Depot Heckscher,act,usn,fl,6.27864537818823E-05,0.0543196525863369
487,usa,na,NOLF Silverhill,no,no,no,na, ,5be3f714-1a06-43ee-8080-ccc2e8d8a528,NOLF Silverhill,act,usn,al,0.000135245331648548,0.0611515619203801
488,usa,na,NOLF Brewton,no,no,no,na, ,35c1a245-39ca-40d1-8619-0b7e516c164a,NOLF Brewton,act,usn,al,0.000246578940369058,0.0825342248534588
489,usa,na,NOLF Summerdale,no,no,no,na, ,e76a360f-4128-4bcf-8371-8af3876cd2d6,NOLF Summerdale,act,usn,al,0.000278661152606219,0.167217077129072
490,usa,na,NSWC Carderock Div,no,no,no,na, ,185f4d7e-9b73-4e97-8039-ab7da599e921,NSWC Carderock Div,act,usn,tn,8.70933532016831E-06,0.0147863402886437
491,usa,na,Naval Submarine Base Kings Bay,no,yes,no,na, ,58a5b71b-2911-4c59-8ca3-b854086c8b5e,Naval Submarine Base Kings Bay,act,usn,ga,0.00504116107067345,0.60671498510557
